time,temperature
0.0,10.0
1.0,10.000024018539001
2.0,10.000048037078002
3.0,10.000072055617004
4.0,10.000096074156005
5.0,10.000120092695006
6.0,10.000144111234006
7.0,10.000168129773005
8.0,10.000192148312005
9.0,10.000216166851004
10.0,10.000240185390004
11.0,10.000264203929003
12.0,10.000288222468
13.0,10.000312241006998
14.0,10.000336259545996
15.0,10.000360278084994
16.0,10.000384296623992
17.0,10.000408315162987
18.0,10.000432333701983
19.0,10.00045635224098
20.0,10.000480370779975
21.0,10.000504389318971
22.0,10.000528407857965
23.0,10.00055242639696
24.0,10.000576444935954
25.0,10.000600463474948
26.0,10.000624482013942
27.0,10.000648500552934
28.0,10.000672519091927
29.0,10.000696537630919
30.0,10.000720556169911
31.0,10.000744574708904
32.0,10.000768593247896
33.0,10.000792611786887
34.0,10.000816630325877
35.0,10.000840648864868
36.0,10.000864667403858
37.0,10.000888685942849
38.0,10.000912704481838
39.0,10.000936723020827
40.0,10.000960741559815
41.0,10.000984760098804
42.0,10.001008778637793
43.0,10.00103279717678
44.0,10.001056815715767
45.0,10.001080834254754
46.0,10.001104852793741
47.0,10.001128871332728
48.0,10.001152889871713
49.0,10.001176908410699
50.0,10.001200926949684
51.0,10.00122494548867
52.0,10.001248964027655
53.0,10.00127298256664
54.0,10.001297001105623
55.0,10.001321019644607
56.0,10.00134503818359
57.0,10.001369056722574
58.0,10.001393075261557
59.0,10.001417093800539
60.0,10.00144111233952
61.0,10.001465130878502
62.0,10.001489149417484
63.0,10.001513167956466
64.0,10.001537186495446
65.0,10.001561205034426
66.0,10.001585223573406
67.0,10.001609242112385
68.0,10.001633260651365
69.0,10.001657279190344
70.0,10.001681297729322
71.0,10.0017053162683
72.0,10.001729334807278
73.0,10.001753353346256
74.0,10.001777371885233
75.0,10.001801390424209
76.0,10.001825408963185
77.0,10.001849427502162
78.0,10.001873446041138
79.0,10.001897464580114
80.0,10.001921483119089
81.0,10.001945501658064
82.0,10.001969520197038
83.0,10.001993538736013
84.0,10.002017557274987
85.0,10.00204157581396
86.0,10.002065594352933
87.0,10.002089612891906
88.0,10.002113631430879
89.0,10.002137649969852
90.0,10.002161668508823
91.0,10.002185687047794
92.0,10.002209705586765
93.0,10.002233724125736
94.0,10.002257742664707
95.0,10.002281761203676
96.0,10.002305779742645
97.0,10.002329798281615
98.0,10.002353816820584
99.0,10.002377835359553
100.0,10.002401853898522
101.0,10.00242587243749
102.0,10.002449890976457
103.0,10.002473909515425
104.0,10.002497928054392
105.0,10.00252194659336
106.0,10.002545965132326
107.0,10.002569983671291
108.0,10.002594002210257
109.0,10.002618020749223
110.0,10.002642039288189
111.0,10.002666057827152
112.0,10.002690076366116
113.0,10.00271409490508
114.0,10.002738113444044
115.0,10.002762131983008
116.0,10.00278615052197
117.0,10.002810169060933
118.0,10.002834187599895
119.0,10.002858206138857
120.0,10.002882224677819
121.0,10.002906243216781
122.0,10.002930261755742
123.0,10.002954280294702
124.0,10.002978298833662
125.0,10.003002317372623
126.0,10.003026335911583
127.0,10.003050354450542
128.0,10.0030743729895
129.0,10.003098391528459
130.0,10.003122410067418
131.0,10.003146428606376
132.0,10.003170447145333
133.0,10.00319446568429
134.0,10.003218484223247
135.0,10.003242502762204
136.0,10.00326652130116
137.0,10.003290539840116
138.0,10.00331455837907
139.0,10.003338576918026
140.0,10.00336259545698
141.0,10.003386613995936
142.0,10.003410632534889
143.0,10.003434651073842
144.0,10.003458669612796
145.0,10.003482688151749
146.0,10.003506706690702
147.0,10.003530725229655
148.0,10.003554743768607
149.0,10.003578762307558
150.0,10.00360278084651
151.0,10.003626799385462
152.0,10.003650817924413
153.0,10.003674836463363
154.0,10.003698855002312
155.0,10.003722873541262
156.0,10.003746892080212
157.0,10.003770910619162
158.0,10.00379492915811
159.0,10.003818947697058
160.0,10.003842966236006
161.0,10.003866984774954
162.0,10.003891003313901
163.0,10.003915021852848
164.0,10.003939040391794
165.0,10.00396305893074
166.0,10.003987077469686
167.0,10.004011096008632
168.0,10.004035114547579
169.0,10.004059133086523
170.0,10.004083151625467
171.0,10.004107170164412
172.0,10.004131188703356
173.0,10.0041552072423
174.0,10.004179225781243
175.0,10.004203244320186
176.0,10.004227262859128
177.0,10.004251281398071
178.0,10.004275299937014
179.0,10.004299318475955
180.0,10.004323337014895
181.0,10.004347355553836
182.0,10.004371374092777
183.0,10.004395392631718
184.0,10.004419411170657
185.0,10.004443429709596
186.0,10.004467448248535
187.0,10.004491466787474
188.0,10.004515485326413
189.0,10.004539503865352
190.0,10.00456352240429
191.0,10.004587540943227
192.0,10.004611559482164
193.0,10.004635578021102
194.0,10.004659596560039
195.0,10.004683615098974
196.0,10.00470763363791
197.0,10.004731652176845
198.0,10.004755670715781
199.0,10.004779689254717
200.0,10.00480370779365
201.0,10.004827726332584
202.0,10.004851744871518
203.0,10.004875763410451
204.0,10.004899781949385
205.0,10.004923800488317
206.0,10.00494781902725
207.0,10.004971837566181
208.0,10.004995856105113
209.0,10.005019874644045
210.0,10.005043893182977
211.0,10.005067911721907
212.0,10.005091930260837
213.0,10.005115948799768
214.0,10.005139967338698
215.0,10.005163985877628
216.0,10.005188004416556
217.0,10.005212022955485
218.0,10.005236041494413
219.0,10.005260060033342
220.0,10.00528407857227
221.0,10.005308097111197
222.0,10.005332115650123
223.0,10.00535613418905
224.0,10.005380152727977
225.0,10.005404171266903
226.0,10.005428189805828
227.0,10.005452208344753
228.0,10.005476226883678
229.0,10.005500245422603
230.0,10.005524263961528
231.0,10.00554828250045
232.0,10.005572301039374
233.0,10.005596319578297
234.0,10.00562033811722
235.0,10.005644356656143
236.0,10.005668375195066
237.0,10.005692393733987
238.0,10.005716412272909
239.0,10.00574043081183
240.0,10.005764449350751
241.0,10.005788467889673
242.0,10.005812486428592
243.0,10.005836504967512
244.0,10.005860523506431
245.0,10.00588454204535
246.0,10.00590856058427
247.0,10.005932579123188
248.0,10.005956597662106
249.0,10.005980616201024
250.0,10.006004634739941
251.0,10.00602865327886
252.0,10.006052671817775
253.0,10.006076690356691
254.0,10.006100708895607
255.0,10.006124727434523
256.0,10.006148745973439
257.0,10.006172764512355
258.0,10.00619678305127
259.0,10.006220801590183
260.0,10.006244820129098
261.0,10.006268838668012
262.0,10.006292857206926
263.0,10.006316875745839
264.0,10.006340894284751
265.0,10.006364912823663
266.0,10.006388931362576
267.0,10.006412949901488
268.0,10.006436968440399
269.0,10.00646098697931
270.0,10.00648500551822
271.0,10.00650902405713
272.0,10.006533042596041
273.0,10.00655706113495
274.0,10.00658107967386
275.0,10.006605098212768
276.0,10.006629116751677
277.0,10.006653135290586
278.0,10.006677153829493
279.0,10.0067011723684
280.0,10.006725190907307
281.0,10.006749209446214
282.0,10.006773227985121
283.0,10.006797246524028
284.0,10.006821265062934
285.0,10.00684528360184
286.0,10.006869302140744
287.0,10.00689332067965
288.0,10.006917339218555
289.0,10.006941357757459
290.0,10.006965376296362
291.0,10.006989394835266
292.0,10.00701341337417
293.0,10.007037431913073
294.0,10.007061450451975
295.0,10.007085468990876
296.0,10.007109487529778
297.0,10.00713350606868
298.0,10.007157524607582
299.0,10.007181543146482
300.0,10.007205561685382
301.0,10.007229580224282
302.0,10.007253598763182
303.0,10.007277617302082
304.0,10.007301635840982
305.0,10.00732565437988
306.0,10.007349672918778
307.0,10.007373691457676
308.0,10.007397709996575
309.0,10.007421728535473
310.0,10.00744574707437
311.0,10.007469765613266
312.0,10.007493784152162
313.0,10.007517802691059
314.0,10.007541821229955
315.0,10.00756583976885
316.0,10.007589858307744
317.0,10.007613876846639
318.0,10.007637895385534
319.0,10.007661913924428
320.0,10.007685932463321
321.0,10.007709951002214
322.0,10.007733969541107
323.0,10.00775798808
324.0,10.007782006618893
325.0,10.007806025157786
326.0,10.007830043696677
327.0,10.007854062235568
328.0,10.007878080774459
329.0,10.00790209931335
330.0,10.007926117852241
331.0,10.00795013639113
332.0,10.00797415493002
333.0,10.00799817346891
334.0,10.008022192007799
335.0,10.008046210546688
336.0,10.008070229085575
337.0,10.008094247624463
338.0,10.00811826616335
339.0,10.008142284702238
340.0,10.008166303241126
341.0,10.008190321780011
342.0,10.008214340318897
343.0,10.008238358857783
344.0,10.008262377396669
345.0,10.008286395935555
346.0,10.008310414474439
347.0,10.008334433013323
348.0,10.008358451552207
349.0,10.00838247009109
350.0,10.008406488629975
351.0,10.008430507168859
352.0,10.00845452570774
353.0,10.008478544246623
354.0,10.008502562785505
355.0,10.008526581324388
356.0,10.00855059986327
357.0,10.00857461840215
358.0,10.00859863694103
359.0,10.008622655479911
360.0,10.008646674018792
361.0,10.008670692557672
362.0,10.00869471109655
363.0,10.00871872963543
364.0,10.008742748174308
365.0,10.008766766713187
366.0,10.008790785252065
367.0,10.008814803790942
368.0,10.00883882232982
369.0,10.008862840868696
370.0,10.008886859407573
371.0,10.00891087794645
372.0,10.008934896485327
373.0,10.008958915024202
374.0,10.008982933563077
375.0,10.009006952101952
376.0,10.009030970640827
377.0,10.009054989179702
378.0,10.009079007718576
379.0,10.00910302625745
380.0,10.009127044796323
381.0,10.009151063335196
382.0,10.00917508187407
383.0,10.00919910041294
384.0,10.009223118951812
385.0,10.009247137490684
386.0,10.009271156029556
387.0,10.009295174568427
388.0,10.009319193107297
389.0,10.009343211646167
390.0,10.009367230185036
391.0,10.009391248723906
392.0,10.009415267262776
393.0,10.009439285801644
394.0,10.009463304340512
395.0,10.00948732287938
396.0,10.009511341418248
397.0,10.009535359957116
398.0,10.009559378495984
399.0,10.00958339703485
400.0,10.009607415573717
401.0,10.009631434112583
402.0,10.00965545265145
403.0,10.009679471190315
404.0,10.00970348972918
405.0,10.009727508268044
406.0,10.009751526806909
407.0,10.009775545345773
408.0,10.009799563884638
409.0,10.0098235824235
410.0,10.009847600962363
411.0,10.009871619501226
412.0,10.009895638040089
413.0,10.009919656578951
414.0,10.009943675117812
415.0,10.009967693656673
416.0,10.009991712195534
417.0,10.010015730734395
418.0,10.010039749273256
419.0,10.010063767812117
420.0,10.010087786350976
421.0,10.010111804889835
422.0,10.010135823428694
423.0,10.010159841967553
424.0,10.010183860506412
425.0,10.01020787904527
426.0,10.010231897584127
427.0,10.010255916122984
428.0,10.010279934661842
429.0,10.0103039532007
430.0,10.010327971739555
431.0,10.01035199027841
432.0,10.010376008817266
433.0,10.010400027356122
434.0,10.010424045894977
435.0,10.010448064433831
436.0,10.010472082972685
437.0,10.010496101511539
438.0,10.010520120050392
439.0,10.010544138589246
440.0,10.010568157128098
441.0,10.01059217566695
442.0,10.010616194205802
443.0,10.010640212744654
444.0,10.010664231283506
445.0,10.010688249822358
446.0,10.010712268361209
447.0,10.010736286900059
448.0,10.01076030543891
449.0,10.01078432397776
450.0,10.01080834251661
451.0,10.010832361055458
452.0,10.010856379594307
453.0,10.010880398133155
454.0,10.010904416672004
455.0,10.010928435210852
456.0,10.010952453749699
457.0,10.010976472288545
458.0,10.011000490827392
459.0,10.011024509366239
460.0,10.011048527905086
461.0,10.01107254644393
462.0,10.011096564982775
463.0,10.01112058352162
464.0,10.011144602060465
465.0,10.01116862059931
466.0,10.011192639138155
467.0,10.011216657676998
468.0,10.011240676215841
469.0,10.011264694754685
470.0,10.011288713293528
471.0,10.011312731832371
472.0,10.011336750371212
473.0,10.011360768910054
474.0,10.011384787448895
475.0,10.011408805987736
476.0,10.011432824526578
477.0,10.011456843065417
478.0,10.011480861604257
479.0,10.011504880143097
480.0,10.011528898681936
481.0,10.011552917220776
482.0,10.011576935759614
483.0,10.011600954298451
484.0,10.01162497283729
485.0,10.011648991376127
486.0,10.011673009914965
487.0,10.011697028453801
488.0,10.011721046992637
489.0,10.011745065531473
490.0,10.011769084070309
491.0,10.011793102609145
492.0,10.011817121147981
493.0,10.011841139686815
494.0,10.01186515822565
495.0,10.011889176764484
496.0,10.011913195303318
497.0,10.011937213842153
498.0,10.011961232380985
499.0,10.011985250919818
500.0,10.01200926945865
501.0,10.012033287997482
502.0,10.012057306536315
503.0,10.012081325075146
504.0,10.012105343613976
505.0,10.012129362152807
506.0,10.012153380691638
507.0,10.012177399230469
508.0,10.012201417769298
509.0,10.012225436308126
510.0,10.012249454846955
511.0,10.012273473385784
512.0,10.012297491924613
513.0,10.012321510463442
514.0,10.01234552900227
515.0,10.012369547541097
516.0,10.012393566079924
517.0,10.01241758461875
518.0,10.012441603157578
519.0,10.012465621696403
520.0,10.012489640235229
521.0,10.012513658774054
522.0,10.01253767731288
523.0,10.012561695851705
524.0,10.012585714390529
525.0,10.012609732929352
526.0,10.012633751468176
527.0,10.012657770007
528.0,10.012681788545823
529.0,10.012705807084645
530.0,10.012729825623467
531.0,10.012753844162289
532.0,10.01277786270111
533.0,10.012801881239932
534.0,10.012825899778752
535.0,10.012849918317572
536.0,10.012873936856392
537.0,10.012897955395212
538.0,10.012921973934032
539.0,10.012945992472853
540.0,10.01297001101167
541.0,10.01299402955049
542.0,10.013018048089307
543.0,10.013042066628126
544.0,10.013066085166944
545.0,10.01309010370576
546.0,10.013114122244577
547.0,10.013138140783393
548.0,10.01316215932221
549.0,10.013186177861026
550.0,10.013210196399841
551.0,10.013234214938656
552.0,10.01325823347747
553.0,10.013282252016285
554.0,10.0133062705551
555.0,10.013330289093913
556.0,10.013354307632726
557.0,10.013378326171539
558.0,10.013402344710352
559.0,10.013426363249165
560.0,10.013450381787978
561.0,10.013474400326789
562.0,10.0134984188656
563.0,10.013522437404411
564.0,10.013546455943223
565.0,10.013570474482034
566.0,10.013594493020843
567.0,10.013618511559653
568.0,10.013642530098462
569.0,10.013666548637271
570.0,10.01369056717608
571.0,10.013714585714888
572.0,10.013738604253696
573.0,10.013762622792504
574.0,10.013786641331311
575.0,10.013810659870119
576.0,10.013834678408925
577.0,10.01385869694773
578.0,10.013882715486536
579.0,10.013906734025342
580.0,10.013930752564148
581.0,10.013954771102952
582.0,10.013978789641756
583.0,10.01400280818056
584.0,10.014026826719364
585.0,10.014050845258168
586.0,10.014074863796973
587.0,10.014098882335775
588.0,10.014122900874577
589.0,10.01414691941338
590.0,10.014170937952182
591.0,10.014194956490984
592.0,10.014218975029785
593.0,10.014242993568585
594.0,10.014267012107386
595.0,10.014291030646186
596.0,10.014315049184987
597.0,10.014339067723785
598.0,10.014363086262584
599.0,10.014387104801383
600.0,10.014411123340182
601.0,10.01443514187898
602.0,10.014459160417777
603.0,10.014483178956574
604.0,10.014507197495371
605.0,10.014531216034168
606.0,10.014555234572965
607.0,10.01457925311176
608.0,10.014603271650556
609.0,10.01462729018935
610.0,10.014651308728146
611.0,10.014675327266941
612.0,10.014699345805736
613.0,10.01472336434453
614.0,10.014747382883323
615.0,10.014771401422117
616.0,10.01479541996091
617.0,10.014819438499703
618.0,10.014843457038495
619.0,10.014867475577287
620.0,10.014891494116078
621.0,10.01491551265487
622.0,10.014939531193662
623.0,10.014963549732451
624.0,10.014987568271241
625.0,10.015011586810031
626.0,10.015035605348821
627.0,10.01505962388761
628.0,10.015083642426399
629.0,10.015107660965187
630.0,10.015131679503975
631.0,10.015155698042763
632.0,10.015179716581551
633.0,10.01520373512034
634.0,10.015227753659126
635.0,10.015251772197912
636.0,10.015275790736698
637.0,10.015299809275485
638.0,10.01532382781427
639.0,10.015347846353055
640.0,10.01537186489184
641.0,10.015395883430624
642.0,10.015419901969409
643.0,10.015443920508194
644.0,10.015467939046976
645.0,10.015491957585759
646.0,10.015515976124542
647.0,10.015539994663325
648.0,10.015564013202107
649.0,10.015588031740888
650.0,10.01561205027967
651.0,10.01563606881845
652.0,10.015660087357231
653.0,10.015684105896012
654.0,10.015708124434791
655.0,10.01573214297357
656.0,10.01575616151235
657.0,10.015780180051129
658.0,10.015804198589908
659.0,10.015828217128687
660.0,10.015852235667465
661.0,10.015876254206242
662.0,10.01590027274502
663.0,10.015924291283797
664.0,10.015948309822575
665.0,10.01597232836135
666.0,10.015996346900126
667.0,10.016020365438902
668.0,10.016044383977677
669.0,10.016068402516453
670.0,10.016092421055227
671.0,10.016116439594
672.0,10.016140458132774
673.0,10.016164476671548
674.0,10.016188495210322
675.0,10.016212513749094
676.0,10.016236532287866
677.0,10.016260550826638
678.0,10.01628456936541
679.0,10.016308587904183
680.0,10.016332606442953
681.0,10.016356624981723
682.0,10.016380643520494
683.0,10.016404662059264
684.0,10.016428680598034
685.0,10.016452699136805
686.0,10.016476717675573
687.0,10.016500736214342
688.0,10.01652475475311
689.0,10.016548773291879
690.0,10.016572791830647
691.0,10.016596810369414
692.0,10.01662082890818
693.0,10.016644847446948
694.0,10.016668865985714
695.0,10.016692884524481
696.0,10.016716903063246
697.0,10.016740921602011
698.0,10.016764940140776
699.0,10.016788958679541
700.0,10.016812977218306
701.0,10.01683699575707
702.0,10.016861014295833
703.0,10.016885032834596
704.0,10.016909051373359
705.0,10.016933069912122
706.0,10.016957088450885
707.0,10.016981106989647
708.0,10.017005125528408
709.0,10.01702914406717
710.0,10.017053162605931
711.0,10.017077181144693
712.0,10.017101199683452
713.0,10.017125218222212
714.0,10.017149236760972
715.0,10.017173255299731
716.0,10.017197273838491
717.0,10.017221292377249
718.0,10.017245310916007
719.0,10.017269329454765
720.0,10.017293347993522
721.0,10.01731736653228
722.0,10.017341385071036
723.0,10.017365403609793
724.0,10.017389422148549
725.0,10.017413440687305
726.0,10.01743745922606
727.0,10.017461477764815
728.0,10.01748549630357
729.0,10.017509514842324
730.0,10.017533533381078
731.0,10.017557551919833
732.0,10.017581570458587
733.0,10.01760558899734
734.0,10.017629607536092
735.0,10.017653626074845
736.0,10.017677644613597
737.0,10.01770166315235
738.0,10.0177256816911
739.0,10.017749700229851
740.0,10.017773718768602
741.0,10.017797737307353
742.0,10.017821755846104
743.0,10.017845774384853
744.0,10.017869792923602
745.0,10.01789381146235
746.0,10.0179178300011
747.0,10.017941848539849
748.0,10.017965867078596
749.0,10.017989885617343
750.0,10.01801390415609
751.0,10.018037922694838
752.0,10.018061941233585
753.0,10.01808595977233
754.0,10.018109978311076
755.0,10.018133996849821
756.0,10.018158015388567
757.0,10.018182033927312
758.0,10.018206052466057
759.0,10.018230071004801
760.0,10.018254089543545
761.0,10.018278108082288
762.0,10.018302126621032
763.0,10.018326145159776
764.0,10.018350163698518
765.0,10.01837418223726
766.0,10.018398200776002
767.0,10.018422219314743
768.0,10.018446237853485
769.0,10.018470256392225
770.0,10.018494274930966
771.0,10.018518293469706
772.0,10.018542312008446
773.0,10.018566330547186
774.0,10.018590349085924
775.0,10.018614367624663
776.0,10.018638386163401
777.0,10.01866240470214
778.0,10.018686423240878
779.0,10.018710441779614
780.0,10.01873446031835
781.0,10.018758478857087
782.0,10.018782497395824
783.0,10.01880651593456
784.0,10.018830534473297
785.0,10.018854553012032
786.0,10.018878571550767
787.0,10.018902590089501
788.0,10.018926608628236
789.0,10.018950627166971
790.0,10.018974645705704
791.0,10.018998664244437
792.0,10.01902268278317
793.0,10.019046701321903
794.0,10.019070719860636
795.0,10.019094738399367
796.0,10.019118756938099
797.0,10.01914277547683
798.0,10.019166794015561
799.0,10.019190812554292
800.0,10.019214831093022
801.0,10.019238849631751
802.0,10.01926286817048
803.0,10.01928688670921
804.0,10.01931090524794
805.0,10.01933492378667
806.0,10.019358942325397
807.0,10.019382960864124
808.0,10.019406979402852
809.0,10.01943099794158
810.0,10.019455016480308
811.0,10.019479035019033
812.0,10.01950305355776
813.0,10.019527072096485
814.0,10.019551090635211
815.0,10.019575109173937
816.0,10.019599127712661
817.0,10.019623146251385
818.0,10.01964716479011
819.0,10.019671183328834
820.0,10.019695201867558
821.0,10.01971922040628
822.0,10.019743238945003
823.0,10.019767257483725
824.0,10.019791276022447
825.0,10.01981529456117
826.0,10.01983931309989
827.0,10.01986333163861
828.0,10.019887350177331
829.0,10.019911368716052
830.0,10.019935387254773
831.0,10.019959405793493
832.0,10.019983424332212
833.0,10.02000744287093
834.0,10.02003146140965
835.0,10.020055479948368
836.0,10.020079498487087
837.0,10.020103517025804
838.0,10.020127535564521
839.0,10.020151554103238
840.0,10.020175572641955
841.0,10.020199591180672
842.0,10.020223609719388
843.0,10.020247628258103
844.0,10.020271646796818
845.0,10.020295665335533
846.0,10.020319683874249
847.0,10.020343702412962
848.0,10.020367720951675
849.0,10.020391739490389
850.0,10.020415758029102
851.0,10.020439776567816
852.0,10.020463795106528
853.0,10.02048781364524
854.0,10.020511832183951
855.0,10.020535850722663
856.0,10.020559869261374
857.0,10.020583887800086
858.0,10.020607906338796
859.0,10.020631924877506
860.0,10.020655943416216
861.0,10.020679961954926
862.0,10.020703980493636
863.0,10.020727999032344
864.0,10.020752017571052
865.0,10.02077603610976
866.0,10.020800054648468
867.0,10.020824073187176
868.0,10.020848091725883
869.0,10.02087211026459
870.0,10.020896128803296
871.0,10.020920147342002
872.0,10.020944165880708
873.0,10.020968184419413
874.0,10.020992202958118
875.0,10.021016221496822
876.0,10.021040240035527
877.0,10.021064258574231
878.0,10.021088277112934
879.0,10.021112295651637
880.0,10.02113631419034
881.0,10.021160332729043
882.0,10.021184351267745
883.0,10.021208369806448
884.0,10.02123238834515
885.0,10.02125640688385
886.0,10.021280425422551
887.0,10.021304443961252
888.0,10.021328462499953
889.0,10.021352481038653
890.0,10.021376499577352
891.0,10.021400518116051
892.0,10.02142453665475
893.0,10.02144855519345
894.0,10.021472573732147
895.0,10.021496592270845
896.0,10.021520610809542
897.0,10.02154462934824
898.0,10.021568647886937
899.0,10.021592666425633
900.0,10.021616684964329
901.0,10.021640703503024
902.0,10.02166472204172
903.0,10.021688740580416
904.0,10.02171275911911
905.0,10.021736777657804
906.0,10.021760796196498
907.0,10.021784814735192
908.0,10.021808833273885
909.0,10.02183285181258
910.0,10.021856870351272
911.0,10.021880888889964
912.0,10.021904907428656
913.0,10.021928925967348
914.0,10.02195294450604
915.0,10.02197696304473
916.0,10.022000981583421
917.0,10.022025000122111
918.0,10.022049018660802
919.0,10.022073037199492
920.0,10.02209705573818
921.0,10.02212107427687
922.0,10.022145092815558
923.0,10.022169111354247
924.0,10.022193129892935
925.0,10.022217148431622
926.0,10.022241166970309
927.0,10.022265185508996
928.0,10.022289204047683
929.0,10.02231322258637
930.0,10.022337241125054
931.0,10.02236125966374
932.0,10.022385278202425
933.0,10.02240929674111
934.0,10.022433315279795
935.0,10.02245733381848
936.0,10.022481352357163
937.0,10.022505370895846
938.0,10.02252938943453
939.0,10.022553407973213
940.0,10.022577426511896
941.0,10.022601445050578
942.0,10.022625463589259
943.0,10.02264948212794
944.0,10.022673500666622
945.0,10.022697519205304
946.0,10.022721537743983
947.0,10.022745556282663
948.0,10.022769574821343
949.0,10.022793593360023
950.0,10.022817611898702
951.0,10.02284163043738
952.0,10.022865648976058
953.0,10.022889667514736
954.0,10.022913686053414
955.0,10.022937704592092
956.0,10.022961723130768
957.0,10.022985741669444
958.0,10.02300976020812
959.0,10.023033778746797
960.0,10.023057797285473
961.0,10.023081815824149
962.0,10.023105834362823
963.0,10.023129852901498
964.0,10.023153871440172
965.0,10.023177889978847
966.0,10.023201908517521
967.0,10.023225927056194
968.0,10.023249945594866
969.0,10.023273964133539
970.0,10.023297982672212
971.0,10.023322001210884
972.0,10.023346019749555
973.0,10.023370038288226
974.0,10.023394056826897
975.0,10.023418075365568
976.0,10.023442093904238
977.0,10.023466112442907
978.0,10.023490130981576
979.0,10.023514149520246
980.0,10.023538168058915
981.0,10.023562186597584
982.0,10.023586205136251
983.0,10.023610223674918
984.0,10.023634242213586
985.0,10.023658260752253
986.0,10.02368227929092
987.0,10.023706297829587
988.0,10.023730316368253
989.0,10.023754334906918
990.0,10.023778353445584
991.0,10.02380237198425
992.0,10.023826390522915
993.0,10.023850409061579
994.0,10.023874427600242
995.0,10.023898446138906
996.0,10.02392246467757
997.0,10.023946483216234
998.0,10.023970501754896
999.0,10.023994520293558
